# RAW POOL — curate into data/ground_truth.csv. Keep ambiguous pairs;
# turn some off_crop rows into cross_domain (true_label=REJECT, off-crop query).
image_filename,true_label,crop,case_type,notes
tomato___late_blight_012.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_013.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_014.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_015.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_016.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_017.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_018.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_019.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_020.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_021.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_022.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_023.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_024.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_025.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_026.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_027.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_028.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_029.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_030.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_031.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_032.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_033.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_034.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_035.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_036.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_037.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_038.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_039.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_040.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_041.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_042.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_043.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_044.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_045.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_046.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_047.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_048.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___late_blight_049.jpg,Late Blight,tomato,ambiguous,pool from Tomato___Late_blight
tomato___leaf_mold_000.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_001.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_002.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_003.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_004.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_005.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_006.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_007.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_008.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_009.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_010.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_011.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_012.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_013.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_014.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_015.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_016.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_017.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_018.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_019.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_020.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_021.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_022.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_023.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_024.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_025.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_026.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_027.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_028.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_029.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_030.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_031.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_032.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_033.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_034.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_035.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_036.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_037.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_038.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_039.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_040.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_041.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_042.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_043.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_044.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_045.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_046.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_047.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_048.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___leaf_mold_049.jpg,Leaf Mold,tomato,ambiguous,pool from Tomato___Leaf_Mold
tomato___septoria_leaf_spot_000.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_001.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_002.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_003.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_004.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_005.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_006.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_007.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_008.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_009.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_010.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_011.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_012.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_013.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_014.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_015.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_016.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_017.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_018.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_019.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_020.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_021.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_022.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_023.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_024.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_025.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_026.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_027.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_028.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_029.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_030.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_031.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_032.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_033.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_034.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_035.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_036.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_037.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_038.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_039.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_040.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_041.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_042.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_043.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_044.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_045.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_046.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_047.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_048.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___septoria_leaf_spot_049.jpg,Septoria Leaf Spot,tomato,ambiguous,pool from Tomato___Septoria_leaf_spot
tomato___target_spot_000.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_001.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_002.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_003.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_004.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_005.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_006.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_007.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_008.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_009.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_010.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_011.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_012.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_013.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_014.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_015.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_016.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_017.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_018.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_019.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_020.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_021.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_022.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_023.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_024.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_025.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_026.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_027.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_028.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_029.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_030.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_031.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_032.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_033.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_034.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_035.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_036.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_037.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_038.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_039.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_040.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_041.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_042.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_043.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_044.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_045.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_046.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_047.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_048.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
tomato___target_spot_049.jpg,Target Spot,tomato,ambiguous,pool from Tomato___Target_Spot
